ppm,intensity
99.5668,1.24065
99.7141,1.70544
99.8615,1.3256
100.009,0.949599
100.156,0.69758
100.304,0.228366
100.451,0.158898
100.598,0.317757
100.746,-0.0157019
100.893,-0.758939
101.04,-1.52635
101.188,-2.30051
101.335,-2.556
101.482,-1.7172
101.63,-0.331252
101.777,1.1067
101.925,2.29503
102.072,2.55157
102.219,1.95862
102.367,1.37807
102.514,1.07384
102.661,0.743565
102.809,0.460365
102.956,0.774165
103.103,1.28979
103.251,1.16183
103.398,0.364493
103.546,-0.50782
103.693,-1.1504
103.84,-1.46474
103.988,-1.36177
104.135,-1.45746
104.282,-1.74151
104.43,-1.67092
104.577,-0.917415
104.724,0.0939138
104.872,0.758766
105.019,1.48962
105.166,2.30588
105.314,2.8763
105.461,3.4712
105.609,4.0756
105.756,4.1752
105.903,3.79953
106.051,2.98955
106.198,1.5529
106.345,-0.341392
106.493,-2.14352
106.64,-3.25524
106.787,-3.90318
106.935,-4.76396
107.082,-5.31962
107.23,-4.54625
107.377,-2.97511
107.524,-1.99949
107.672,-1.61186
107.819,-0.881376
107.966,-0.260631
108.114,-0.643229
108.261,-1.90849
108.408,-3.42398
108.556,-4.63918
108.703,-5.24565
108.851,-5.30265
108.998,-5.27255
109.145,-5.42194
109.293,-5.46413
109.44,-5.21606
109.587,-4.82994
109.735,-4.34978
109.882,-3.86905
110.029,-3.45015
110.177,-3.54459
110.324,-4.32319
110.471,-5.2719
110.619,-5.95799
110.766,-6.30495
110.914,-6.45201
111.061,-6.56282
111.208,-7.16237
111.356,-7.96805
111.503,-7.93921
111.65,-6.88938
111.798,-5.84689
111.945,-5.10107
112.092,-3.87945
112.24,-2.97509
112.387,-3.43278
112.535,-4.40513
112.682,-4.91632
112.829,-4.63441
112.977,-3.79966
113.124,-3.10369
113.271,-2.41563
113.419,-1.76028
113.566,-1.23788
113.713,-0.584011
113.861,0.0652847
114.008,0.789412
114.156,1.45185
114.303,1.59389
114.45,1.37063
114.598,0.910999
114.745,-0.154515
114.892,-1.72352
115.04,-3.28283
115.187,-4.14289
115.334,-3.99141
115.482,-3.23478
115.629,-2.00729
115.776,-0.483042
115.924,0.580294
116.071,0.918919
116.219,0.863287
116.366,0.727497
116.513,0.828456
116.661,0.99119
116.808,0.833918
116.955,0.356355
117.103,-0.162681
117.25,-0.662004
