ppm,intensity
144.217,37.6529
144.365,34.0018
144.512,30.8755
144.659,29.7215
144.807,32.9848
144.954,39.3179
145.101,45.2593
145.249,50.9174
145.396,61.0082
145.543,73.0181
145.691,79.4692
145.838,75.0443
145.985,63.3946
146.133,54.1632
146.28,51.7977
146.428,54.3985
146.575,58.0894
146.722,61.0879
146.87,61.7397
147.017,59.8824
147.164,56.4251
147.312,51.088
147.459,46.054
147.606,42.6939
147.754,37.8054
147.901,30.4235
148.049,23.7899
148.196,22.5631
148.343,28.5603
148.491,39.4398
148.638,50.824
148.785,59.1926
148.933,64.0415
149.08,64.4913
149.227,60.4101
149.375,55.6361
149.522,55.0689
149.67,55.3534
149.817,53.152
149.964,50.6741
150.112,48.5025
150.259,50.8604
150.406,58.0966
150.554,62.6505
150.701,62.2424
150.848,62.4178
150.996,68.5761
151.143,76.9524
151.29,81.4728
151.438,84.7341
151.585,85.9036
151.733,84.2524
151.88,83.009
152.027,78.6802
152.175,75.3549
152.322,77.6874
152.469,76.1929
152.617,69.2434
152.764,66.3225
152.911,69.4426
153.059,73.1399
153.206,76.4983
153.354,84.9746
153.501,96.7824
153.648,103.872
153.796,105.842
153.943,107.093
154.09,107.491
154.238,108.021
154.385,111.471
154.532,117.418
154.68,126.269
154.827,137.787
154.975,152.439
155.122,168.901
155.269,184.198
155.417,196.707
155.564,205.549
155.711,211.895
155.859,215.582
156.006,217.321
156.153,219.036
156.301,221.246
156.448,223.81
156.595,227.236
156.743,228.722
156.89,225.526
157.038,219.674
157.185,209.415
157.332,193.712
157.48,178.013
157.627,162.051
157.774,142.315
157.922,124.641
158.069,113.817
158.216,105.457
158.364,95.288
158.511,85.4114
158.659,78.47
158.806,75.1615
158.953,76.8467
159.101,81.2411
159.248,85.0647
159.395,88.8523
159.543,92.2243
159.69,90.3627
159.837,80.7811
159.985,67.4687
160.132,55.7532
160.28,51.3533
160.427,51.7282
160.574,46.7101
160.722,37.4121
160.869,29.4147
161.016,25.4762
161.164,28.3456
161.311,36.0233
161.458,45.4922
161.606,54.7112
161.753,60.1134
161.9,62.5111
162.048,68.7558
162.195,77.578
162.343,81.9346
162.49,81.9169
162.637,83.0295
162.785,86.7352
162.932,91.6819
163.079,97.0295
163.227,98.7445
163.374,96.9536
163.521,93.0317
163.669,88.085
163.816,85.8167
163.964,87.5089
164.111,93.3808
164.258,100.569
164.406,105.4
164.553,110.298
164.7,117.697
164.848,128.161
164.995,141.484
165.142,153.815
165.29,165.225
165.437,178.71
165.585,194.402
165.732,211.296
165.879,230.032
166.027,247.956
166.174,264.287
166.321,285.348
166.469,313.976
166.616,351.807
166.763,397.505
166.911,446.011
167.058,493.111
167.205,541.403
167.353,597.558
167.5,658.117
167.648,718.289
167.795,782.379
167.942,851.28
168.09,922.106
168.237,998.736
168.384,1082.82
168.532,1169.2
168.679,1252.28
168.826,1332.57
168.974,1411.35
169.121,1487.73
169.269,1567.09
169.416,1656.74
169.563,1753.11
169.711,1845.21
169.858,1933.64
170.005,2024.29
170.153,2114.45
170.3,2202.7
170.447,2296.65
170.595,2398.07
170.742,2501.54
170.89,2606.73
171.037,2722.9
171.184,2855.54
171.332,2996.89
171.479,3146.77
171.626,3307.38
171.774,3474.37
171.921,3647.27
172.068,3827.59
172.216,4003.96
172.363,4162.93
172.51,4301.46
172.658,4413
172.805,4492.51
172.953,4539.27
173.1,4553.85
173.247,4536.2
173.395,4490.69
173.542,4423.78
173.689,4335.34
173.837,4226.42
173.984,4101.1
174.131,3966.52
174.279,3829.12
174.426,3690.83
174.574,3552.13
174.721,3415.75
174.868,3281.99
175.016,3147.97
175.163,3012.09
175.31,2875.04
175.458,2741.72
175.605,2617.12
175.752,2505.49
175.9,2404.06
176.047,2302.9
176.195,2198.83
176.342,2095.08
176.489,1994.24
176.637,1899.34
176.784,1814.34
176.931,1737.44
177.079,1664.98
